method,average_reward,average_diversity,average_coherence,average_runtime_seconds
aisp,1.773406982421875,1.0,0.07183350622653961,16.694668457843363
tsallis_aisp,1.773406982421875,1.0,0.07183350622653961,15.610588250216097
greedy,0.32844626903533936,1.0,0.49544307589530945,6.65173429204151
best_of_n,0.3284458518028259,1.0,0.49544307589530945,4.2825238751247525
