method,average_reward,average_diversity,average_coherence,average_runtime_seconds
best_of_n,2.2033331394195557,0.9086082845102272,0.6268253028392792,32.617114229360595
greedy,1.5720990598201752,0.9061003186350087,0.5935202538967133,8.392924521118402
aisp,0.7728047668933868,0.8556891766882516,0.40205615758895874,178.10471814591438
