method,average_reward,average_diversity,average_coherence,average_runtime_seconds
best_of_n,1.7901479005813599,0.9683163737280296,0.6539282202720642,10.62098737549968
greedy,1.5720990598201752,0.9061003186350087,0.5935202538967133,8.45879956241697
aisp,0.5351133644580841,0.8536077705827937,0.4257206320762634,78.79742258298211
